109,214,84,267,1
116,214,84,267,2
131,214,84,267,3
133,214,84,267,4
151,220,83,258,5
163,220,83,258,6
177,226,84,251,7
182,226,84,251,8
193,228,84,251,9
206,230,76,249,10
225,228,76,249,11
233,227,76,249,12
248,227,76,249,13
257,228,76,249,14
264,234,76,249,15
275,231,76,249,16
289,231,76,249,17
294,231,76,249,18
302,230,76,245,19
309,230,76,245,20
331,231,69,244,21
339,228,69,244,22
352,230,69,244,23
364,230,69,244,24
370,237,69,241,25
378,236,54,238,26
384,238,43,236,27
386,309,36,149,28
NaN,NaN,NaN,NaN,28
NaN,NaN,NaN,NaN,28
NaN,NaN,NaN,NaN,28
473,247,37,226,32
464,242,46,231,33
458,246,61,230,34
458,246,69,231,35
468,247,69,231,36
477,252,67,226,37
483,252,67,226,38
486,249,67,226,39
501,248,67,226,40
501,248,67,226,41
519,249,56,225,42
519,249,56,225,43
533,250,56,225,44
539,256,55,219,45
543,255,55,219,46
552,255,55,219,47
559,255,55,219,48
565,257,55,219,49
569,257,55,219,50
574,257,55,219,51
