236,295,73,139,1
234,295,73,139,2
225,295,73,139,3
221,295,73,139,4
218,295,73,139,5
218,295,73,139,6
212,298,73,139,7
210,298,73,139,8
197,295,73,139,9
194,295,73,139,10
185,295,73,139,11
180,294,73,139,12
171,293,73,139,13
166,293,73,139,14
158,293,73,139,15
155,293,73,139,16
149,300,73,139,17
144,301,76,140,18
140,306,76,140,19
140,306,76,140,20
137,310,76,140,21
135,310,76,140,22
134,311,76,140,23
131,311,77,143,24
130,313,77,143,25
126,313,77,143,26
122,310,83,148,27
118,310,83,148,28
118,310,83,148,29
117,310,83,148,30
116,308,83,148,31
114,307,83,148,32
111,306,83,148,33
111,306,83,148,34
107,306,83,148,35
103,306,83,148,36
103,304,83,148,37
99,304,83,148,38
97,303,83,148,39
97,303,83,148,40
97,303,83,148,41
97,303,83,148,42
95,303,83,148,43
95,303,83,148,44
95,303,83,148,45
93,303,83,148,46
93,303,83,148,47
93,303,83,148,48
93,303,83,148,49
91,303,83,148,50
91,303,83,148,51
91,303,83,148,52
89,303,83,148,53
87,303,83,148,54
87,303,83,148,55
84,303,83,148,56
81,305,83,148,57
81,305,83,148,58
81,305,83,148,59
81,305,83,148,60
81,305,83,148,61
89,305,83,148,62
92,305,83,148,63
104,301,83,148,64
105,301,83,148,65
106,301,83,148,66
107,301,83,148,67
101,298,83,148,68
87,297,83,148,69
77,302,83,148,70
72,302,83,148,71
60,306,83,148,72
54,306,83,148,73
50,305,83,148,74
48,302,83,148,75
48,302,83,148,76
45,301,86,149,77
45,301,86,149,78
46,296,86,149,79
49,296,86,149,80
49,296,86,149,81
49,296,86,149,82
49,296,86,149,83
48,296,86,149,84
48,295,86,149,85
48,289,86,149,86
48,289,86,149,87
51,289,86,149,88
51,287,86,149,89
51,283,86,149,90
49,285,86,149,91
49,288,86,149,92
49,288,86,149,93
49,288,86,149,94
49,284,86,149,95
49,287,86,149,96
51,287,86,149,97
51,287,86,149,98
51,283,86,149,99
51,281,86,149,100
51,276,86,149,101
51,276,86,149,102
51,270,86,149,103
51,270,86,149,104
51,264,86,149,105
51,264,86,149,106
53,255,86,149,107
53,255,86,149,108
50,251,84,139,109
52,246,84,139,110
53,240,84,139,111
55,240,84,139,112
66,236,84,139,113
69,234,84,139,114
76,234,84,139,115
76,236,84,139,116
78,244,84,139,117
80,244,84,139,118
85,249,84,139,119
88,252,84,139,120
93,254,84,139,121
93,254,84,139,122
97,255,84,139,123
99,258,84,139,124
105,264,84,139,125
107,270,84,139,126
108,271,84,139,127
108,278,84,139,128
108,279,84,139,129
109,280,84,139,130
120,284,84,139,131
125,288,84,139,132
130,284,84,139,133
128,276,84,139,134
128,272,84,139,135
128,265,84,139,136
128,262,84,139,137
123,257,84,139,138
122,254,84,139,139
118,248,84,139,140
116,243,84,139,141
113,234,84,139,142
110,230,84,139,143
108,220,84,139,144
108,217,84,139,145
113,212,84,139,146
113,207,84,139,147
113,206,84,139,148
115,206,84,139,149
115,210,84,139,150
115,216,84,139,151
113,222,84,139,152
108,224,84,139,153
108,230,84,139,154
108,232,84,139,155
104,234,84,139,156
101,234,84,139,157
101,234,84,139,158
101,234,84,139,159
97,234,84,139,160
97,234,84,139,161
97,234,84,139,162
97,234,84,139,163
97,234,84,139,164
97,230,84,139,165
96,223,84,139,166
96,219,84,139,167
97,213,84,139,168
97,211,84,139,169
93,208,84,139,170
91,208,84,139,171
85,204,84,139,172
85,201,84,139,173
85,199,84,139,174
85,197,84,139,175
85,196,84,139,176
85,192,84,139,177
85,192,84,139,178
85,191,84,139,179
85,189,84,139,180
90,189,84,139,181
92,189,84,139,182
93,191,84,139,183
93,193,84,139,184
93,193,84,139,185
96,193,84,139,186
97,187,84,139,187
99,183,84,139,188
102,183,84,139,189
104,182,84,139,190
103,182,84,139,191
103,182,84,139,192
106,184,84,139,193
106,189,84,139,194
106,189,84,139,195
106,189,84,139,196
108,189,84,139,197
110,188,84,139,198
113,188,84,139,199
113,185,84,139,200
113,181,84,139,201
113,180,84,139,202
113,175,84,139,203
118,175,84,139,204
120,172,84,139,205
122,172,84,139,206
123,166,84,139,207
123,166,84,139,208
123,166,84,139,209
123,160,84,139,210
123,160,84,139,211
124,160,84,139,212
129,160,84,139,213
129,157,84,139,214
136,153,84,139,215
136,150,84,139,216
138,147,84,139,217
138,147,84,139,218
140,147,84,139,219
140,147,84,139,220
139,149,84,139,221
139,149,84,139,222
137,155,84,139,223
136,157,84,139,224
134,170,84,139,225
132,180,83,133,226
132,187,83,133,227
133,193,83,133,228
136,196,83,133,229
139,199,83,133,230
139,199,83,133,231
151,204,81,127,232
157,206,81,127,233
166,209,81,127,234
169,210,81,127,235
173,210,81,127,236
182,210,76,127,237
187,208,76,127,238
192,207,76,127,239
200,210,77,121,240
206,211,77,121,241
219,211,77,121,242
227,212,77,121,243
245,217,72,117,244
251,218,72,117,245
254,218,72,117,246
256,217,72,117,247
258,217,72,117,248
260,216,72,117,249
258,216,70,114,250
254,216,70,114,251
254,215,70,114,252
245,214,70,114,253
234,211,70,114,254
211,207,70,114,255
203,210,69,111,256
199,211,69,111,257
194,211,69,111,258
192,211,69,111,259
192,211,69,111,260
188,211,69,111,261
188,210,69,111,262
188,207,69,111,263
188,207,69,111,264
188,205,69,111,265
188,205,69,111,266
191,206,66,103,267
191,206,66,103,268
191,206,66,103,269
191,206,66,103,270
191,206,66,103,271
185,206,66,103,272
180,206,66,103,273
184,206,66,103,274
182,209,66,103,275
180,211,66,103,276
180,211,66,103,277
181,210,66,103,278
184,207,66,103,279
184,210,66,103,280
184,210,66,103,281
188,213,66,103,282
191,213,66,103,283
197,216,66,103,284
201,217,66,103,285
202,217,66,103,286
203,220,62,100,287
200,220,62,100,288
200,220,62,100,289
198,220,62,100,290
198,220,63,96,291
194,216,63,96,292
194,213,63,96,293
189,207,63,96,294
186,207,63,96,295
180,203,62,92,296
177,201,62,92,297
170,198,62,92,298
168,198,62,92,299
164,198,62,92,300
161,198,62,92,301
158,203,62,92,302
162,204,62,92,303
174,212,59,90,304
182,217,59,90,305
186,223,59,90,306
190,228,56,88,307
190,231,56,88,308
186,231,56,88,309
187,235,53,80,310
187,237,53,80,311
186,235,53,80,312
184,235,53,80,313
180,233,53,80,314
178,232,53,80,315
173,231,53,80,316
171,231,53,80,317
168,231,53,80,318
166,231,53,80,319
162,231,53,80,320
159,234,53,80,321
153,234,53,80,322
151,235,51,77,323
145,235,51,77,324
141,235,51,77,325
134,233,51,77,326
131,233,51,77,327
130,229,51,77,328
125,229,51,77,329
122,229,51,77,330
119,228,51,77,331
116,226,51,77,332
114,226,51,77,333
110,226,51,77,334
107,226,51,77,335
99,223,51,77,336
97,223,51,77,337
91,223,51,77,338
91,223,51,77,339
91,223,51,77,340
91,223,51,77,341
85,223,51,77,342
85,222,51,77,343
83,220,51,77,344
83,220,51,77,345
79,218,54,79,346
78,218,54,79,347
78,214,54,79,348
76,214,54,79,349
77,207,55,84,350
83,203,55,84,351
87,201,55,84,352
88,203,55,84,353
88,211,55,84,354
89,213,55,84,355
88,222,55,84,356
88,227,55,84,357
88,228,55,84,358
95,231,55,84,359
92,231,55,84,360
95,231,55,84,361
95,231,55,84,362
92,230,55,84,363
90,230,55,84,364
85,228,55,84,365
83,228,55,84,366
82,231,55,84,367
82,231,55,84,368
82,234,55,84,369
82,235,55,84,370
