178,162,121,156,1
178,159,121,156,2
178,155,121,156,3
179,153,121,156,4
180,145,121,156,5
180,144,121,156,6
180,137,121,156,7
180,134,121,156,8
174,134,121,156,9
171,134,121,156,10
171,140,121,156,11
171,143,121,156,12
165,156,121,156,13
165,157,121,156,14
159,163,121,156,15
156,164,121,156,16
150,164,121,156,17
141,169,121,156,18
131,173,121,156,19
120,182,121,156,20
110,192,121,156,21
110,195,121,156,22
101,207,121,156,23
103,209,121,156,24
103,210,121,156,25
112,207,112,159,26
117,203,112,159,27
122,199,112,159,28
131,199,110,157,29
135,199,110,157,30
146,200,108,155,31
153,199,108,155,32
160,199,106,150,33
164,199,106,150,34
169,197,106,150,35
174,195,106,150,36
179,195,105,133,37
191,195,109,122,38
191,195,110,83,39
199,197,103,65,40
NaN,NaN,NaN,NaN,40
NaN,NaN,NaN,NaN,40
NaN,NaN,NaN,NaN,40
NaN,NaN,NaN,NaN,40
NaN,NaN,NaN,NaN,40
229,271,96,130,46
228,267,101,138,47
228,267,104,148,48
228,277,104,148,49
228,291,104,148,50
228,299,104,148,51
228,314,104,148,52
228,319,104,148,53
228,327,104,148,54
228,330,104,148,55
223,337,111,142,56
226,339,108,140,57
221,342,113,137,58
225,342,113,137,59
229,337,113,137,60
231,335,113,137,61
234,315,111,144,62
234,310,111,144,63
234,295,111,144,64
234,290,111,144,65
231,316,115,102,66
233,337,119,77,67
NaN,NaN,NaN,NaN,67
NaN,NaN,NaN,NaN,67
NaN,NaN,NaN,NaN,67
NaN,NaN,NaN,NaN,67
NaN,NaN,NaN,NaN,67
NaN,NaN,NaN,NaN,67
237,211,102,94,74
225,199,116,114,75
230,195,111,121,76
218,182,113,141,77
218,178,113,141,78
213,167,113,141,79
205,159,113,141,80
194,151,113,141,81
185,147,113,138,82
185,147,104,134,83
181,146,104,134,84
178,146,104,134,85
178,146,94,126,86
175,146,94,126,87
170,146,94,126,88
170,150,94,126,89
170,151,88,122,90
167,151,88,122,91
167,151,88,115,92
170,149,88,115,93
171,143,88,115,94
173,137,88,115,95
175,134,88,115,96
182,133,88,115,97
184,133,88,115,98
184,133,88,115,99
184,137,88,115,100
184,140,88,115,101
186,140,88,115,102
186,140,88,115,103
187,140,88,115,104
191,140,88,115,105
191,140,88,115,106
191,140,88,115,107
191,142,88,115,108
191,142,90,118,109
191,142,90,118,110
191,145,90,118,111
195,147,90,118,112
196,154,90,118,113
196,156,90,118,114
202,163,90,118,115
202,163,90,118,116
205,173,90,118,117
209,175,90,118,118
210,184,90,118,119
212,198,90,118,120
215,202,90,118,121
214,212,92,94,122
214,212,93,76,123
205,225,105,36,124
NaN,NaN,NaN,NaN,124
NaN,NaN,NaN,NaN,124
NaN,NaN,NaN,NaN,124
NaN,NaN,NaN,NaN,124
NaN,NaN,NaN,NaN,124
220,281,98,98,130
215,272,104,116,131
215,272,91,121,132
215,275,91,121,133
214,284,91,121,134
213,285,91,121,135
211,289,91,121,136
204,292,91,121,137
202,293,95,125,138
201,295,95,125,139
201,295,95,122,140
201,295,95,122,141
201,295,95,122,142
201,295,95,122,143
205,295,95,122,144
207,294,95,122,145
215,291,95,122,146
219,289,95,122,147
229,284,95,122,148
235,276,95,122,149
243,272,95,122,150
259,290,89,92,151
259,313,102,65,152
NaN,NaN,NaN,NaN,152
NaN,NaN,NaN,NaN,152
NaN,NaN,NaN,NaN,152
NaN,NaN,NaN,NaN,152
264,208,105,112,157
262,197,105,122,158
264,189,104,132,159
263,184,104,132,160
262,176,104,132,161
246,170,104,132,162
243,167,104,132,163
230,159,105,136,164
226,157,105,136,165
217,155,105,136,166
205,153,105,136,167
199,153,105,136,168
187,153,105,136,169
182,153,105,136,170
163,154,105,136,171
160,154,105,136,172
148,154,101,137,173
142,161,101,137,174
136,166,99,132,175
133,167,99,132,176
126,171,99,132,177
126,172,95,131,178
123,172,95,131,179
121,173,95,128,180
121,173,95,128,181
117,175,95,128,182
117,178,95,128,183
117,178,95,128,184
119,180,95,128,185
125,183,95,128,186
127,182,95,128,187
131,186,95,128,188
132,189,95,128,189
144,190,95,128,190
149,190,95,128,191
157,190,95,128,192
162,190,95,128,193
171,190,95,128,194
172,190,95,128,195
180,190,96,131,196
181,190,96,131,197
189,190,96,131,198
193,190,96,131,199
201,187,96,131,200
205,185,96,131,201
214,182,96,131,202
224,182,91,131,203
238,182,77,128,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
NaN,NaN,NaN,NaN,204
